wwtp,sample_date,Target,Protein,Load
ARA Altenrhein,2023-11-04,SARS,N2,420081969.5032563
ARA Altenrhein,2023-11-24,IAV,M,622094.3168162768
ARA Altenrhein,2023-11-24,IBV,M,3879498.7657368565
ARA Altenrhein,2023-11-24,RSV,N,1902988.8963499346
ARA Altenrhein,2023-11-24,SARS,N1,381240798.1186314
ARA Altenrhein,2023-11-24,SARS,N2,494458339.2330782
ARA Altenrhein,2023-11-06,IAV,M,0
ARA Altenrhein,2023-11-06,IBV,M,3207317.21482457
ARA Altenrhein,2023-11-06,RSV,N,0
ARA Altenrhein,2023-11-06,SARS,N1,415789500.0709199
ARA Altenrhein,2023-11-06,SARS,N2,554803225.4975257
ARA Altenrhein,2023-08-04,IAV,M,0
ARA Altenrhein,2023-08-04,IBV,M,621272.4890525556
ARA Altenrhein,2023-08-04,RSV,N,0
ARA Altenrhein,2023-08-04,SARS,N1,20603473.371825177
ARA Altenrhein,2023-08-04,SARS,N2,26167274.15869555
ARA Altenrhein,2023-07-24,IAV,M,0
ARA Altenrhein,2023-07-24,IBV,M,638171.4370589025
ARA Altenrhein,2023-07-24,RSV,N,0
ARA Altenrhein,2023-07-24,SARS,N1,2939752.9972604876
ARA Altenrhein,2023-07-24,SARS,N2,7923805.853551761
ARA Altenrhein,2024-01-08,IAV,M,10129440.954039522
ARA Altenrhein,2024-01-08,IBV,M,0
ARA Altenrhein,2024-01-08,RSV,N,30170681.198344517
ARA Altenrhein,2024-01-08,SARS,N1,124504076.6278675
ARA Altenrhein,2024-01-08,SARS,N2,157897205.3688544
ARA Altenrhein,2023-09-23,IAV,M,0
ARA Altenrhein,2023-09-23,IBV,M,294193.26786412665
ARA Altenrhein,2023-09-23,RSV,N,348212.85546970414
ARA Altenrhein,2023-09-23,SARS,N1,42999094.77388781
ARA Altenrhein,2023-09-23,SARS,N2,79987682.63203414
ARA Altenrhein,2023-12-22,IAV,M,8893504.255689178
ARA Altenrhein,2023-12-22,IBV,M,1996389.2125315382
ARA Altenrhein,2023-12-22,RSV,N,3384100.096531592
ARA Altenrhein,2023-12-22,SARS,N1,398417887.9839096
ARA Altenrhein,2023-12-22,SARS,N2,510844876.4954366
ARA Altenrhein,2023-08-24,IAV,M,0
ARA Altenrhein,2023-08-24,IBV,M,576219.7992182774
ARA Altenrhein,2023-08-24,RSV,N,576219.7992182774
ARA Altenrhein,2023-08-24,SARS,N1,12925908.851928802
ARA Altenrhein,2023-08-24,SARS,N2,30444654.30302627
ARA Altenrhein,2023-12-16,IAV,M,0
ARA Altenrhein,2023-12-16,IBV,M,0
ARA Altenrhein,2023-12-16,RSV,N,13019224.988017498
ARA Altenrhein,2023-12-16,SARS,N1,293436995.3889542
ARA Altenrhein,2023-12-16,SARS,N2,449791805.2959977
ARA Altenrhein,2023-12-20,IAV,M,4337490.842789678
ARA Altenrhein,2023-12-20,IBV,M,2434191.6109181726
ARA Altenrhein,2023-12-20,RSV,N,9275719.005903661
ARA Altenrhein,2023-12-20,SARS,N1,310320561.84023523
ARA Altenrhein,2023-12-20,SARS,N2,389986903.5018977
ARA Altenrhein,2023-11-02,IAV,M,1505413.9071186702
ARA Altenrhein,2023-11-02,IBV,M,3481025.8930060095
ARA Altenrhein,2023-11-02,RSV,N,0
ARA Altenrhein,2023-11-02,SARS,N1,280001959.89677805
ARA Altenrhein,2023-11-02,SARS,N2,427212611.36892635
ARA Altenrhein,2023-11-27,IAV,M,1331014.8267519583
ARA Altenrhein,2023-11-27,IBV,M,1390249.8405143074
ARA Altenrhein,2023-11-27,RSV,N,4081984.284350448
ARA Altenrhein,2023-11-27,SARS,N1,507481270.6379555
ARA Altenrhein,2023-11-27,SARS,N2,650644167.915446
ARA Altenrhein,2023-10-30,IAV,M,0
ARA Altenrhein,2023-10-30,IBV,M,2383928.19792525
ARA Altenrhein,2023-10-30,RSV,N,1569271.8496228573
ARA Altenrhein,2023-10-30,SARS,N1,225085116.3752103
ARA Altenrhein,2023-10-30,SARS,N2,392509185.2456115
ARA Altenrhein,2023-12-04,IAV,M,762362.60195553
ARA Altenrhein,2023-12-04,IBV,M,4326375.078426604
ARA Altenrhein,2023-12-04,RSV,N,4326375.078426604
ARA Altenrhein,2023-12-04,SARS,N1,404031929.9708806
ARA Altenrhein,2023-12-04,SARS,N2,496276419.2290218
ARA Altenrhein,2023-07-21,IAV,M,0
ARA Altenrhein,2023-07-21,IBV,M,0
ARA Altenrhein,2023-07-21,RSV,N,1569388.9820505902
ARA Altenrhein,2023-07-21,SARS,N1,5569472.908144996
ARA Altenrhein,2023-07-21,SARS,N2,3999892.7475891574
ARA Altenrhein,2023-08-05,IAV,M,623075.4101117061
ARA Altenrhein,2023-08-05,IBV,M,0
ARA Altenrhein,2023-08-05,RSV,N,1302282.158381494
ARA Altenrhein,2023-08-05,SARS,N1,26055214.25617897
ARA Altenrhein,2023-08-05,SARS,N2,43513355.604701154
ARA Altenrhein,2024-01-05,IAV,M,14982459.831124576
ARA Altenrhein,2024-01-05,IBV,M,1619343.245007366
ARA Altenrhein,2024-01-05,RSV,N,8187546.78469952
ARA Altenrhein,2024-01-05,SARS,N1,266253272.5526886
ARA Altenrhein,2024-01-05,SARS,N2,342868323.3709211
ARA Altenrhein,2023-10-27,IAV,M,0
ARA Altenrhein,2023-10-27,IBV,M,2249447.3495323122
ARA Altenrhein,2023-10-27,RSV,N,725170.2372323356
ARA Altenrhein,2023-10-27,SARS,N1,192433132.40315047
ARA Altenrhein,2023-10-27,SARS,N2,300765811.4110396
ARA Altenrhein,2023-09-13,IAV,M,0
ARA Altenrhein,2023-09-13,IBV,M,1542698.5969604773
ARA Altenrhein,2023-09-13,RSV,N,771332.5168837996
ARA Altenrhein,2023-09-13,SARS,N1,81538383.47156309
ARA Altenrhein,2023-09-13,SARS,N2,130480463.35882774
ARA Altenrhein,2023-11-13,IAV,M,0
ARA Altenrhein,2023-11-13,IBV,M,2354358.8005323117
ARA Altenrhein,2023-11-13,RSV,N,4093745.9639171376
ARA Altenrhein,2023-11-13,SARS,N1,546707980.0681844
ARA Altenrhein,2023-11-13,SARS,N2,670586161.0651513
ARA Altenrhein,2023-10-21,IAV,M,0
ARA Altenrhein,2023-10-21,IBV,M,2828573.696596043
ARA Altenrhein,2023-10-21,RSV,N,0
ARA Altenrhein,2023-10-21,SARS,N1,180577119.86128613
ARA Altenrhein,2023-10-21,SARS,N2,318362331.7879676
ARA Altenrhein,2023-11-20,IAV,M,0
ARA Altenrhein,2023-11-20,IBV,M,3131359.9083806747
ARA Altenrhein,2023-11-20,RSV,N,4140308.9656072315
ARA Altenrhein,2023-11-20,SARS,N1,235119289.75350794
ARA Altenrhein,2023-11-20,SARS,N2,272163575.2981925
ARA Altenrhein,2023-11-12,IAV,M,0
ARA Altenrhein,2023-11-12,IBV,M,3659727.7368708993
ARA Altenrhein,2023-11-12,RSV,N,1829820.887649966
ARA Altenrhein,2023-11-12,SARS,N1,534283101.8714188
ARA Altenrhein,2023-11-12,SARS,N2,602980445.5973761
ARA Altenrhein,2023-08-26,IAV,M,0
ARA Altenrhein,2023-08-26,IBV,M,1536280.5531308437
ARA Altenrhein,2023-08-26,RSV,N,903117.8905380088
ARA Altenrhein,2023-08-26,SARS,N1,18346781.920396335
ARA Altenrhein,2023-08-26,SARS,N2,38415198.032975815
ARA Altenrhein,2023-11-22,IAV,M,0
ARA Altenrhein,2023-11-22,IBV,M,3923797.554140393
ARA Altenrhein,2023-11-22,RSV,N,5885840.604973423
ARA Altenrhein,2023-11-22,SARS,N1,445841586.5542292
ARA Altenrhein,2023-11-22,SARS,N2,569025317.5036044
ARA Altenrhein,2023-11-28,IAV,M,0
ARA Altenrhein,2023-11-28,IBV,M,1902739.3890630682
ARA Altenrhein,2023-11-28,RSV,N,2854176.1738550668
ARA Altenrhein,2023-11-28,SARS,N1,380738949.85269517
ARA Altenrhein,2023-11-28,SARS,N2,412483891.87883806
ARA Altenrhein,2023-12-03,IAV,M,915043.4543354026
ARA Altenrhein,2023-12-03,IBV,M,3533264.159539268
ARA Altenrhein,2023-12-03,RSV,N,4448386.312060579
ARA Altenrhein,2023-12-03,SARS,N1,505892562.2905087
ARA Altenrhein,2023-12-03,SARS,N2,567759408.172049
ARA Altenrhein,2023-12-06,IAV,M,1237282.9931165304
ARA Altenrhein,2023-12-06,IBV,M,1033713.7366662009
ARA Altenrhein,2023-12-06,RSV,N,5372429.8645541845
ARA Altenrhein,2023-12-06,SARS,N1,190972207.81387523
ARA Altenrhein,2023-12-06,SARS,N2,243066830.30887145
ARA Altenrhein,2023-11-16,IAV,M,929243.0058934827
ARA Altenrhein,2023-11-16,IBV,M,7798273.5585913565
ARA Altenrhein,2023-11-16,RSV,N,2933281.07280097
ARA Altenrhein,2023-11-16,SARS,N1,420223993.9835995
ARA Altenrhein,2023-11-16,SARS,N2,513887268.6913304
ARA Altenrhein,2023-12-08,IAV,M,2522961.42359321
ARA Altenrhein,2023-12-08,IBV,M,0
ARA Altenrhein,2023-12-08,RSV,N,0
ARA Altenrhein,2023-12-08,SARS,N1,251548250.96293363
ARA Altenrhein,2023-12-08,SARS,N2,305208540.57402086
ARA Altenrhein,2024-01-07,IAV,M,6669755.40187046
ARA Altenrhein,2024-01-07,IBV,M,0
ARA Altenrhein,2024-01-07,RSV,N,7829763.299431952
ARA Altenrhein,2024-01-07,SARS,N1,80386897.37892555
ARA Altenrhein,2024-01-07,SARS,N2,109445085.82410094
ARA Altenrhein,2024-01-06,IAV,M,6428563.665754002
ARA Altenrhein,2024-01-06,IBV,M,0
ARA Altenrhein,2024-01-06,RSV,N,7621441.034516181
ARA Altenrhein,2024-01-06,SARS,N1,106510248.7055207
ARA Altenrhein,2024-01-06,SARS,N2,121523164.33068323
ARA Altenrhein,2023-08-30,IAV,M,0
ARA Altenrhein,2023-08-30,IBV,M,0
ARA Altenrhein,2023-08-30,RSV,N,1463620.189371294
ARA Altenrhein,2023-08-30,SARS,N1,100753248.02372882
ARA Altenrhein,2023-08-30,SARS,N2,39471795.44131751
ARA Altenrhein,2023-11-18,IAV,M,0
ARA Altenrhein,2023-11-18,IBV,M,5274667.688330966
ARA Altenrhein,2023-11-18,RSV,N,2599104.0789328413
ARA Altenrhein,2023-11-18,SARS,N1,314151667.1169964
ARA Altenrhein,2023-11-18,SARS,N2,363541793.5003631
ARA Altenrhein,2023-12-14,IAV,M,5986841.322235571
ARA Altenrhein,2023-12-14,IBV,M,2993338.9451167183
ARA Altenrhein,2023-12-14,RSV,N,0
ARA Altenrhein,2023-12-14,SARS,N1,327239668.9086466
ARA Altenrhein,2023-12-14,SARS,N2,438766535.07584405
ARA Altenrhein,2023-12-02,IAV,M,0
ARA Altenrhein,2023-12-02,IBV,M,2989470.994042065
ARA Altenrhein,2023-12-02,RSV,N,1359144.976635206
ARA Altenrhein,2023-12-02,SARS,N1,355801713.81434363
ARA Altenrhein,2023-12-02,SARS,N2,395481406.9307734
ARA Altenrhein,2023-11-19,IAV,M,0
ARA Altenrhein,2023-11-19,IBV,M,1633723.1419003946
ARA Altenrhein,2023-11-19,RSV,N,1633723.1419003946
ARA Altenrhein,2023-11-19,SARS,N1,358754797.54312056
ARA Altenrhein,2023-11-19,SARS,N2,446162946.79202926
ARA Altenrhein,2023-12-10,IAV,M,0
ARA Altenrhein,2023-12-10,IBV,M,0
ARA Altenrhein,2023-12-10,RSV,N,1604160.6531991656
ARA Altenrhein,2023-12-10,SARS,N1,336437398.5811554
ARA Altenrhein,2023-12-10,SARS,N2,393554368.36294955
ARA Altenrhein,2023-12-09,IAV,M,0
ARA Altenrhein,2023-12-09,IBV,M,0
ARA Altenrhein,2023-12-09,RSV,N,3335333.2798958314
ARA Altenrhein,2023-12-09,SARS,N1,281188450.0038776
ARA Altenrhein,2023-12-09,SARS,N2,408295337.7180333
ARA Altenrhein,2023-12-11,IAV,M,1616206.958946065
ARA Altenrhein,2023-12-11,IBV,M,0
ARA Altenrhein,2023-12-11,RSV,N,4924864.177959945
ARA Altenrhein,2023-12-11,SARS,N1,201583256.31457123
ARA Altenrhein,2023-12-11,SARS,N2,270595095.3804598
ARA Altenrhein,2023-07-25,IAV,M,0
ARA Altenrhein,2023-07-25,IBV,M,0
ARA Altenrhein,2023-07-25,RSV,N,1361000.0659133915
ARA Altenrhein,2023-07-25,SARS,N1,0
ARA Altenrhein,2023-07-25,SARS,N2,8444627.506783117
ARA Altenrhein,2023-12-12,IAV,M,1855638.1497026086
ARA Altenrhein,2023-12-12,IBV,M,3693255.817689095
ARA Altenrhein,2023-12-12,RSV,N,1837617.6679864859
ARA Altenrhein,2023-12-12,SARS,N1,266488240.587266
ARA Altenrhein,2023-12-12,SARS,N2,359377592.6500894
ARA Altenrhein,2023-08-27,IAV,M,0
ARA Altenrhein,2023-08-27,IBV,M,0
ARA Altenrhein,2023-08-27,RSV,N,0
ARA Altenrhein,2023-08-27,SARS,N1,12265144.017997805
ARA Altenrhein,2023-08-27,SARS,N2,15331742.169861648
ARA Altenrhein,2023-11-30,IAV,M,0
ARA Altenrhein,2023-11-30,IBV,M,5296666.695317534
ARA Altenrhein,2023-11-30,RSV,N,0
ARA Altenrhein,2023-11-30,SARS,N1,596936108.6447493
ARA Altenrhein,2023-11-30,SARS,N2,578676216.0895158
ARA Altenrhein,2023-11-14,IAV,M,4665284.180631431
ARA Altenrhein,2023-11-14,IBV,M,19385140.10829515
ARA Altenrhein,2023-11-14,RSV,N,9475264.105746968
ARA Altenrhein,2023-11-14,SARS,N1,339535997.1863482
ARA Altenrhein,2023-11-14,SARS,N2,378869886.53228045
ARA Altenrhein,2023-08-28,IAV,M,0
ARA Altenrhein,2023-08-28,IBV,M,2557904.7489588032
ARA Altenrhein,2023-08-28,RSV,N,0
ARA Altenrhein,2023-08-28,SARS,N1,2557904.7489588032
ARA Altenrhein,2023-08-28,SARS,N2,0
ARA Altenrhein,2024-01-14,IAV,M,157788659.3700719
ARA Altenrhein,2024-01-14,IBV,M,9277307.562296221
ARA Altenrhein,2024-01-14,RSV,N,157788659.3700719
ARA Altenrhein,2024-01-14,SARS,N1,1500735736.0374186
ARA Altenrhein,2024-01-14,SARS,N2,1594422902.8694506
ARA Basel/Prorheno,2023-07-23,IAV,M,0
ARA Basel/Prorheno,2023-07-23,IBV,M,0
ARA Basel/Prorheno,2023-07-23,RSV,N,0
ARA Basel/Prorheno,2023-07-23,SARS,N1,3257997.883237076
ARA Basel/Prorheno,2023-07-23,SARS,N2,5234342.319208267
ARA Basel/Prorheno,2023-07-30,IAV,M,0
ARA Basel/Prorheno,2023-07-30,IBV,M,0
ARA Basel/Prorheno,2023-07-30,RSV,N,390191.77002436796
ARA Basel/Prorheno,2023-07-30,SARS,N1,5464030.396689019
ARA Basel/Prorheno,2023-07-30,SARS,N2,9759231.581795912
ARA Basel/Prorheno,2023-07-22,IAV,M,0
ARA Basel/Prorheno,2023-07-22,IBV,M,0
ARA Basel/Prorheno,2023-07-22,RSV,N,0
ARA Basel/Prorheno,2023-07-22,SARS,N1,4880138.918966318
ARA Basel/Prorheno,2023-07-22,SARS,N2,8796297.632084604
ARA Basel/Prorheno,2023-12-26,IAV,M,1781792.3634645282
ARA Basel/Prorheno,2023-12-26,IBV,M,2669852.562094579
ARA Basel/Prorheno,2023-12-26,RSV,N,444564.0551299971
ARA Basel/Prorheno,2023-12-26,SARS,N1,20936491.17389034
ARA Basel/Prorheno,2023-12-26,SARS,N2,29851810.85572898
ARA Basel/Prorheno,2023-08-05,IAV,M,0
ARA Basel/Prorheno,2023-08-05,IBV,M,695506.1721108336
ARA Basel/Prorheno,2023-08-05,RSV,N,375027.4095938074
ARA Basel/Prorheno,2023-08-05,SARS,N1,9691727.119345782
ARA Basel/Prorheno,2023-08-05,SARS,N2,14379185.005897708
ARA Basel/Prorheno,2023-12-29,IAV,M,1601688.3467548967
ARA Basel/Prorheno,2023-12-29,IBV,M,9584107.296013236
ARA Basel/Prorheno,2023-12-29,RSV,N,1065428.9140138219
ARA Basel/Prorheno,2023-12-29,SARS,N1,45325383.97250169
ARA Basel/Prorheno,2023-12-29,SARS,N2,57608719.4276015
ARA Basel/Prorheno,2023-10-01,IAV,M,0
ARA Basel/Prorheno,2023-10-01,IBV,M,2132568.648899662
ARA Basel/Prorheno,2023-10-01,RSV,N,0
ARA Basel/Prorheno,2023-10-01,SARS,N1,12978240.972595684
ARA Basel/Prorheno,2023-10-01,SARS,N2,21046289.444988105
ARA Basel/Prorheno,2023-12-18,IAV,M,4001041.835756279
ARA Basel/Prorheno,2023-12-18,IBV,M,1530316.0142235348
ARA Basel/Prorheno,2023-12-18,RSV,N,6810316.45430237
ARA Basel/Prorheno,2023-12-18,SARS,N1,272648916.45488906
ARA Basel/Prorheno,2023-12-18,SARS,N2,365191661.70019317
ARA Basel/Prorheno,2023-09-24,IAV,M,0
ARA Basel/Prorheno,2023-09-24,IBV,M,0
ARA Basel/Prorheno,2023-09-24,RSV,N,0
ARA Basel/Prorheno,2023-09-24,SARS,N1,6612273.712350772
ARA Basel/Prorheno,2023-09-24,SARS,N2,18898513.020145684
ARA Basel/Prorheno,2024-01-05,IAV,M,2285754.066218188
ARA Basel/Prorheno,2024-01-05,IBV,M,15916953.510513203
ARA Basel/Prorheno,2024-01-05,RSV,N,5388081.173213915
ARA Basel/Prorheno,2024-01-05,SARS,N1,48550062.76744876
ARA Basel/Prorheno,2024-01-05,SARS,N2,54606895.96951601
ARA Basel/Prorheno,2023-10-07,IAV,M,743170.5202809518
ARA Basel/Prorheno,2023-10-07,IBV,M,1836536.7906005383
ARA Basel/Prorheno,2023-10-07,RSV,N,350139.36340876954
ARA Basel/Prorheno,2023-10-07,SARS,N1,40489566.28845317
ARA Basel/Prorheno,2023-10-07,SARS,N2,61483669.50740424
ARA Basel/Prorheno,2023-09-30,IAV,M,0
ARA Basel/Prorheno,2023-09-30,IBV,M,820540.494742039
ARA Basel/Prorheno,2023-09-30,RSV,N,412780.7748133413
ARA Basel/Prorheno,2023-09-30,SARS,N1,17692290.838648748
ARA Basel/Prorheno,2023-09-30,SARS,N2,26357634.486941494
ARA Basel/Prorheno,2023-09-10,IAV,M,0
ARA Basel/Prorheno,2023-09-10,IBV,M,0
ARA Basel/Prorheno,2023-09-10,RSV,N,0
ARA Basel/Prorheno,2023-09-10,SARS,N1,23251915.820065014
ARA Basel/Prorheno,2023-09-10,SARS,N2,29940406.600519262
ARA Basel/Prorheno,2023-09-23,IAV,M,0
ARA Basel/Prorheno,2023-09-23,IBV,M,0
ARA Basel/Prorheno,2023-09-23,RSV,N,0
ARA Basel/Prorheno,2023-09-23,SARS,N1,15792044.002571797
ARA Basel/Prorheno,2023-09-23,SARS,N2,31302962.272323556
ARA Basel/Prorheno,2023-09-03,IAV,M,0
ARA Basel/Prorheno,2023-09-03,IBV,M,0
ARA Basel/Prorheno,2023-09-03,RSV,N,1244155.781309401
ARA Basel/Prorheno,2023-09-03,SARS,N1,31994164.254226085
ARA Basel/Prorheno,2023-09-03,SARS,N2,11624405.908609767
ARA Basel/Prorheno,2023-09-02,IAV,M,0
ARA Basel/Prorheno,2023-09-02,IBV,M,412775.592111776
ARA Basel/Prorheno,2023-09-02,RSV,N,0
ARA Basel/Prorheno,2023-09-02,SARS,N1,12769372.073939282
ARA Basel/Prorheno,2023-09-02,SARS,N2,10221720.077380937
ARA Basel/Prorheno,2023-07-27,IAV,M,0
ARA Basel/Prorheno,2023-07-27,IBV,M,923809.3505313012
ARA Basel/Prorheno,2023-07-27,RSV,N,923809.3505313012
ARA Basel/Prorheno,2023-07-27,SARS,N1,5801528.2943733055
ARA Basel/Prorheno,2023-07-27,SARS,N2,9685949.060233884
ARA Basel/Prorheno,2023-09-09,IAV,M,0
ARA Basel/Prorheno,2023-09-09,IBV,M,426858.72913348826
ARA Basel/Prorheno,2023-09-09,RSV,N,426858.72913348826
ARA Basel/Prorheno,2023-09-09,SARS,N1,14334398.730038771
ARA Basel/Prorheno,2023-09-09,SARS,N2,24833306.129184026
ARA Basel/Prorheno,2023-10-22,IAV,M,0
ARA Basel/Prorheno,2023-10-22,IBV,M,2823044.1743249507
ARA Basel/Prorheno,2023-10-22,RSV,N,0
ARA Basel/Prorheno,2023-10-22,SARS,N1,61720213.52474405
ARA Basel/Prorheno,2023-10-22,SARS,N2,86724334.02007551
ARA Basel/Prorheno,2023-07-17,IAV,M,0
ARA Basel/Prorheno,2023-07-17,IBV,M,0
ARA Basel/Prorheno,2023-07-17,RSV,N,0
ARA Basel/Prorheno,2023-07-17,SARS,N1,5399864.694743031
ARA Basel/Prorheno,2023-07-17,SARS,N2,8947030.5730312
ARA Basel/Prorheno,2023-12-28,IAV,M,2495542.809803103
ARA Basel/Prorheno,2023-12-28,IBV,M,7637361.984799382
ARA Basel/Prorheno,2023-12-28,RSV,N,1632119.5055133197
ARA Basel/Prorheno,2023-12-28,SARS,N1,71590820.21595825
ARA Basel/Prorheno,2023-12-28,SARS,N2,74170601.00744767
ARA Basel/Prorheno,2024-01-01,IAV,M,4103047.584134074
ARA Basel/Prorheno,2024-01-01,IBV,M,9335633.26382744
ARA Basel/Prorheno,2024-01-01,RSV,N,3500355.2534032227
ARA Basel/Prorheno,2024-01-01,SARS,N1,64347591.415106334
ARA Basel/Prorheno,2024-01-01,SARS,N2,68290570.7995807
ARA Basel/Prorheno,2023-10-29,IAV,M,0
ARA Basel/Prorheno,2023-10-29,IBV,M,2497186.253231419
ARA Basel/Prorheno,2023-10-29,RSV,N,3745895.185713481
ARA Basel/Prorheno,2023-10-29,SARS,N1,52505867.052934244
ARA Basel/Prorheno,2023-10-29,SARS,N2,87585773.2444779
ARA Basel/Prorheno,2023-07-21,IAV,M,0
ARA Basel/Prorheno,2023-07-21,IBV,M,0
ARA Basel/Prorheno,2023-07-21,RSV,N,302736.55218729697
ARA Basel/Prorheno,2023-07-21,SARS,N1,7194382.345980286
ARA Basel/Prorheno,2023-07-21,SARS,N2,6778436.497112691
ARA Basel/Prorheno,2023-07-19,IAV,M,0
ARA Basel/Prorheno,2023-07-19,IBV,M,0
ARA Basel/Prorheno,2023-07-19,RSV,N,0
ARA Basel/Prorheno,2023-07-19,SARS,N1,3922925.179723937
ARA Basel/Prorheno,2023-07-19,SARS,N2,6714782.184277499
ARA Basel/Prorheno,2023-10-13,IAV,M,0
ARA Basel/Prorheno,2023-10-13,IBV,M,1286758.8432868726
ARA Basel/Prorheno,2023-10-13,RSV,N,0
ARA Basel/Prorheno,2023-10-13,SARS,N1,19892641.896009862
ARA Basel/Prorheno,2023-10-13,SARS,N2,40118011.66795859
ARA Basel/Prorheno,2023-10-05,IAV,M,1216065.6197583294
ARA Basel/Prorheno,2023-10-05,IBV,M,4065326.5277057607
ARA Basel/Prorheno,2023-10-05,RSV,N,382484.6586571667
ARA Basel/Prorheno,2023-10-05,SARS,N1,43697335.35616874
ARA Basel/Prorheno,2023-10-05,SARS,N2,67534948.17448695
ARA Basel/Prorheno,2023-07-13,IAV,M,388733.6981188895
ARA Basel/Prorheno,2023-07-13,IBV,M,0
ARA Basel/Prorheno,2023-07-13,RSV,N,0
ARA Basel/Prorheno,2023-07-13,SARS,N1,4620277.548482392
ARA Basel/Prorheno,2023-07-13,SARS,N2,6736632.282788518
ARA Basel/Prorheno,2023-08-20,IAV,M,824975.7671745096
ARA Basel/Prorheno,2023-08-20,IBV,M,0
ARA Basel/Prorheno,2023-08-20,RSV,N,412479.6519392066
ARA Basel/Prorheno,2023-08-20,SARS,N1,10626660.915829495
ARA Basel/Prorheno,2023-08-20,SARS,N2,25737152.924836352
ARA Basel/Prorheno,2023-10-02,IAV,M,0
ARA Basel/Prorheno,2023-10-02,IBV,M,2554006.765228052
ARA Basel/Prorheno,2023-10-02,RSV,N,0
ARA Basel/Prorheno,2023-10-02,SARS,N1,16180692.910099454
ARA Basel/Prorheno,2023-10-02,SARS,N2,24701922.567789152
ARA Basel/Prorheno,2024-01-11,IAV,M,10869708.992694842
ARA Basel/Prorheno,2024-01-11,IBV,M,0
ARA Basel/Prorheno,2024-01-11,RSV,N,7223411.837919942
ARA Basel/Prorheno,2024-01-11,SARS,N1,79755362.45331246
ARA Basel/Prorheno,2024-01-11,SARS,N2,73104258.92641753
ARA Basel/Prorheno,2023-10-03,IAV,M,418439.0970041058
ARA Basel/Prorheno,2023-10-03,IBV,M,4147523.0545240943
ARA Basel/Prorheno,2023-10-03,RSV,N,0
ARA Basel/Prorheno,2023-10-03,SARS,N1,35434432.627857074
ARA Basel/Prorheno,2023-10-03,SARS,N2,62489947.34733702
ARA Basel/Prorheno,2024-01-09,IAV,M,8676954.660264239
ARA Basel/Prorheno,2024-01-09,IBV,M,6945726.871956536
ARA Basel/Prorheno,2024-01-09,RSV,N,3470704.711986346
ARA Basel/Prorheno,2024-01-09,SARS,N1,69524475.74370407
ARA Basel/Prorheno,2024-01-09,SARS,N2,68935139.9082108
ARA Basel/Prorheno,2024-01-04,IAV,M,7358767.297639325
ARA Basel/Prorheno,2024-01-04,IBV,M,2745834.301706625
ARA Basel/Prorheno,2024-01-04,RSV,N,8043812.770681985
ARA Basel/Prorheno,2024-01-04,SARS,N1,57459584.75342007
ARA Basel/Prorheno,2024-01-04,SARS,N2,71234210.49831788
ARA Basel/Prorheno,2023-09-07,IAV,M,0
ARA Basel/Prorheno,2023-09-07,IBV,M,478237.22251319716
ARA Basel/Prorheno,2023-09-07,RSV,N,0
ARA Basel/Prorheno,2023-09-07,SARS,N1,16755912.693098817
ARA Basel/Prorheno,2023-09-07,SARS,N2,37331087.53106328
ARA Basel/Prorheno,2023-07-29,IAV,M,0
ARA Basel/Prorheno,2023-07-29,IBV,M,0
ARA Basel/Prorheno,2023-07-29,RSV,N,251765.08226983564
ARA Basel/Prorheno,2023-07-29,SARS,N1,4728723.102651416
ARA Basel/Prorheno,2023-07-29,SARS,N2,5562943.579545943
ARA Basel/Prorheno,2023-09-29,IAV,M,0
ARA Basel/Prorheno,2023-09-29,IBV,M,3409672.5139546655
ARA Basel/Prorheno,2023-09-29,RSV,N,0
ARA Basel/Prorheno,2023-09-29,SARS,N1,14204233.491522461
ARA Basel/Prorheno,2023-09-29,SARS,N2,21917664.85640768
ARA Basel/Prorheno,2023-10-11,IAV,M,0
ARA Basel/Prorheno,2023-10-11,IBV,M,408993.042552906
ARA Basel/Prorheno,2023-10-11,RSV,N,0
ARA Basel/Prorheno,2023-10-11,SARS,N1,33536474.747801095
ARA Basel/Prorheno,2023-10-11,SARS,N2,66709922.03764463
ARA Basel/Prorheno,2023-09-15,IAV,M,0
ARA Basel/Prorheno,2023-09-15,IBV,M,442832.57336702605
ARA Basel/Prorheno,2023-09-15,RSV,N,0
ARA Basel/Prorheno,2023-09-15,SARS,N1,9647729.936937068
ARA Basel/Prorheno,2023-09-15,SARS,N2,16069512.186989248
ARA Basel/Prorheno,2023-10-16,IAV,M,0
ARA Basel/Prorheno,2023-10-16,IBV,M,874137.1474158094
ARA Basel/Prorheno,2023-10-16,RSV,N,435417.4829682701
ARA Basel/Prorheno,2023-10-16,SARS,N1,32830311.084150545
ARA Basel/Prorheno,2023-10-16,SARS,N2,64795821.99116892
ARA Basel/Prorheno,2023-09-01,IAV,M,0
ARA Basel/Prorheno,2023-09-01,IBV,M,522211.2134252253
ARA Basel/Prorheno,2023-09-01,RSV,N,0
ARA Basel/Prorheno,2023-09-01,SARS,N1,10291734.880167218
ARA Basel/Prorheno,2023-09-01,SARS,N2,6572071.222766763
ARA Basel/Prorheno,2023-09-05,IAV,M,909477.6539545963
ARA Basel/Prorheno,2023-09-05,IBV,M,881541.2536406581
ARA Basel/Prorheno,2023-09-05,RSV,N,1378214.0863173069
ARA Basel/Prorheno,2023-09-05,SARS,N1,19163186.043350715
